,Tweets,Sentiment,compound_score,Negative_percentage,Neutral_precentage,Positive_percentage,Negative_score,Neutral_score,Positive_score
8053, yeah talking to you was too boring,neutral,-0.0258,24.2,52.6,23.200000000000003,0.242,0.526,0.232
8054,_another_1 yeh I can`t even imagine.... good luck to them,positive,0.7096,0.0,57.599999999999994,42.4,0.0,0.576,0.424
8055,Happy Mommy`s Day to all the mothers in the world!,positive,0.6114,0.0,69.3,30.7,0.0,0.693,0.307
8056,I Want To Go See Up. But I Don`t Want To Go With My Mom And Brother.,positive,0.1531,0.0,85.2,14.799999999999999,0.0,0.852,0.148
8057," Ooh, coffee!  Great idea...  want one??",positive,0.7229,0.0,39.800000000000004,60.199999999999996,0.0,0.398,0.602
8058,need to pass the exams,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8059,"Star Trek in IMAX  with Kojikun, seastar, Brian, and George.",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8060, I totally agree! And there`s no way to avoid it,negative,-0.2261,32.4,48.3,19.3,0.324,0.483,0.193
8061, ... but i could barely speak! He was probably thinking `who is the weirdo?` LOOOOL. Say sorry to him for me please?  x <3,positive,0.5109,15.8,61.3,22.900000000000002,0.158,0.613,0.229
8062,It`s tough being a thick chik,negative,-0.128,23.1,76.9,0.0,0.231,0.769,0.0
8063,"http://pic.gd/63ef My college, My friends",positive,0.4767,0.0,56.3,43.7,0.0,0.563,0.437
8064, I`m bummed...you`re gonna be only 30 minutes from me on Sunday & I can`t come hear ya.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8065,"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!",positive,0.7256,0.0,69.69999999999999,30.3,0.0,0.697,0.303
8066, Nothing like alone time with your handheld device,negative,-0.0951,21.4,60.9,17.7,0.214,0.609,0.177
8067,be back later!  HAPPY MOTHER`S DAY TO ALL THE MOTHERS IN THE WORLD! Ã¯Â¿Â½ GOD LOVES US ALL!,positive,0.927,0.0,54.400000000000006,45.6,0.0,0.544,0.456
8068,isnt very happy about the fact that her back is hurting today,negative,-0.7109,37.2,62.8,0.0,0.372,0.628,0.0
8069,May the 4th Be with you all!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8070,Feeling special @ looking4him first guy to give me flowers.,positive,0.4939,0.0,65.60000000000001,34.4,0.0,0.656,0.344
8071,goodnight to all.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8072,http://tinyurl.com/nqudrt - Hurt my finger at work,negative,-0.5267,36.199999999999996,63.800000000000004,0.0,0.362,0.638,0.0
8073,Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they`ve had in years.,positive,0.7783,0.0,72.1,27.900000000000002,0.0,0.721,0.279
8074,off to bed was gonna read some new moon but its a little late now  night night all ****,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8075,"The pushing has started, not long before a new #starwarsday baby is born",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8076,Happy Mothers Day!  Love your Mom...,positive,0.8478,0.0,32.800000000000004,67.2,0.0,0.328,0.672
8077, Munderday. I like that.,positive,0.3612,0.0,54.50000000000001,45.5,0.0,0.545,0.455
8078,"  dudes, c`mon - that`s almost the ghey!",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8079,"  i`ll visit ny `til september, no diggnation for me",negative,-0.296,21.6,78.4,0.0,0.216,0.784,0.0
8080,on the way to kuya jordan`s house for an O`s sleepover  !,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8081,"_indian hehe very true  but you`ve got the color advantage, which the complete americans haven`t",positive,0.5494,0.0,74.1,25.900000000000002,0.0,0.741,0.259
8082," Good morning hun! I will, promise  Glad you like `em. Have a lovely day :o)",positive,0.9508,0.0,33.5,66.5,0.0,0.335,0.665
8083,It`s 10.30pm on a Friday night and I`m going to bed. How pathetic.,negative,-0.5719,23.599999999999998,76.4,0.0,0.236,0.764,0.0
8084,Thank you for the advice   I`ll work on that when Im not at work.,positive,0.3612,0.0,83.89999999999999,16.1,0.0,0.839,0.161
8085,is new to twitter and has no friends here... or should i say followers?,negative,-0.3724,16.400000000000002,83.6,0.0,0.164,0.836,0.0
8086,the mum`s cake is done.. now i need make a good luch and tomorrow will be an amazing Mum` day,positive,0.7717,0.0,72.89999999999999,27.1,0.0,0.729,0.271
8087,definitely ready for a plate of pancakes.,positive,0.6369,0.0,49.0,51.0,0.0,0.49,0.51
8088, I saw that!!!!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8089,"But I am on pg 145 of 165, so I`m getting close!  *yawn*",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8090,I`m SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i`m alone on maui,negative,-0.9276,43.8,56.2,0.0,0.438,0.562,0.0
8091," july 21st!?? that means at your concert I won`t know all the songs.  oh well, yay demi!! <3",positive,0.8637,0.0,60.9,39.1,0.0,0.609,0.391
8092,"Sh t, I`m getting even more sad. I`m currently at the library and j think it`ll be the last one tooooo",negative,-0.5256,14.499999999999998,85.5,0.0,0.145,0.855,0.0
8093,claires party was amazing!    headache.,positive,0.7777,0.0,30.599999999999998,69.39999999999999,0.0,0.306,0.694
8094,hooome from work. why am i awake still? up in 5 hours,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8095,"Hi, i was just getting up now so i tought i could write something. Today i`m gonna go shopping! Soo fun, isn`****?",positive,0.5562,0.0,85.39999999999999,14.6,0.0,0.854,0.146
8096, I am doing fantastic JJJ!  You? Doing your questions already? teacher`s pet!!,positive,0.7037,0.0,69.5,30.5,0.0,0.695,0.305
8097, oh that stinks..,negative,-0.25,50.0,50.0,0.0,0.5,0.5,0.0
8098,Cleaned. Laundry. Nails painted. Productive saturday night,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8099, ****,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8100,_cupcakes  sometimes plugging it into 240 can fix problems..,negative,-0.4019,25.2,74.8,0.0,0.252,0.748,0.0
8101,Its a lovely day sky is clear birds are singing and i`m stuck in an office with on windows for 9 hours,positive,0.6597,7.3,69.3,23.400000000000002,0.073,0.693,0.234
8102,Downtown drinking celebrating the cavs victory!!!,positive,0.6784,0.0,52.2,47.8,0.0,0.522,0.478
8103,One taken from earlier this week!  http://twitpic.com/4wb42,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8104,can`t figure out at what time(french hour) the new moon trailer will be up since I can`t watch the MTV movie Awards from Paris... ?,positive,0.4588,0.0,88.9,11.1,0.0,0.889,0.111
8105,Ps... I got Ben Button today... completes my Best Picture noms....got all 5 now. It was a GREAT year!!,positive,0.8914,0.0,63.9,36.1,0.0,0.639,0.361
8106, - and yes i like the vids,positive,0.6369,0.0,49.0,51.0,0.0,0.49,0.51
8107," Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band.",positive,0.4522,6.9,77.7,15.4,0.069,0.777,0.154
8108,My best friend is away at special olympics . She said she was gonna bring me .,positive,0.8779,0.0,58.099999999999994,41.9,0.0,0.581,0.419
8109,Well that just sucks. Good way to make me feel bad,negative,-0.25,33.300000000000004,38.9,27.800000000000004,0.333,0.389,0.278
8110,"the big boss is out all week.. small yay. free lunch for the office today, big yay!",positive,0.8858,0.0,57.4,42.6,0.0,0.574,0.426
8111,"Already 26.1c in our office. Can people melt? We`re fighting for air con because fans just don`t help, but can`t find the budget",neutral,0.0258,7.1,85.39999999999999,7.5,0.071,0.854,0.075
8112,"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of fun.  I had other plans for my morning",positive,0.0777,9.3,80.5,10.2,0.093,0.805,0.102
8113,_in I loved that movie! And I miss Raul Julia.,positive,0.5562,11.600000000000001,57.99999999999999,30.4,0.116,0.58,0.304
8114,"my car is in at the garage & is not coming out anytime soon! last time I heard the gearbox was the problem, still waiting for the quote.",negative,-0.4574,10.0,90.0,0.0,0.1,0.9,0.0
8115,I always feel sickly when I wake up.  Well got a busy day ahead of me! Yippeee,positive,0.3382,0.0,87.0,13.0,0.0,0.87,0.13
8116,"The sun is attempting to increase her efforts. Alas the same cannot be said for me. I see a bath, a couch & a book in my immediate future",positive,0.0516,6.7,86.0,7.3,0.067,0.86,0.073
8117,booo that meanie  is teasing me with a piece of cheese!   http://twitpic.com/67rt8,negative,-0.1511,12.6,87.4,0.0,0.126,0.874,0.0
8118,not a lonely day after all.,positive,0.2755,0.0,70.3,29.7,0.0,0.703,0.297
8119,wtf my pic isn`t showing,negative,-0.5859,48.699999999999996,51.300000000000004,0.0,0.487,0.513,0.0
8120,ahh my poor feeeeeet,negative,-0.4767,50.8,49.2,0.0,0.508,0.492,0.0
8121,Happy Mom`s Day to everyone in the US,positive,0.5719,0.0,65.4,34.599999999999994,0.0,0.654,0.346
8122,"****, nearly forgot my PIN  I shouldn`t try to learn anything new in the future lest it push out more vital information.",positive,0.3597,0.0,89.4,10.6,0.0,0.894,0.106
8123,"THIS TWITTER **** KAN EAT THE GUN NOW ....AN I DON`T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG",positive,0.2263,10.4,76.2,13.4,0.104,0.762,0.134
8124,I`m in French and we don`t have a teacher.  One hour left til school ends.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8125,The Good: I drank Jager and licked a hot asian girl`s foot. The Bad: I was reminded once again that I will never get asian girls ever.,negative,-0.1531,11.1,79.60000000000001,9.2,0.111,0.796,0.092
8126," I think they`re really good, so that probably damns them to obscurity.",negative,-0.0697,20.8,60.0,19.2,0.208,0.6,0.192
8127, Don`t know yet  Lemme know if you come up with something though.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8128,ummmm i have no idea what im doing but my friend is pissed off at me now and i dont know why she hates me so much I NEED HELP BRITNEY plz,negative,-0.2145,23.599999999999998,54.6,21.8,0.236,0.546,0.218
8129, she will,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8130,  ugh headache   i just wanna go home,negative,-0.4215,31.8,68.2,0.0,0.318,0.682,0.0
8131,Yes!! i has 100 minutes of Sims 2 plus Seasons  ) fun fun expansions,positive,0.8715,0.0,52.7,47.3,0.0,0.527,0.473
8132,Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin,neutral,0.0243,11.0,77.60000000000001,11.4,0.11,0.776,0.114
8133," - No hard feelings, I hope  Like I say, I think we agree with each other.",positive,0.8018,0.0,56.599999999999994,43.4,0.0,0.566,0.434
8134,aww dude.. no fair. i thought that was the point of this thing,negative,-0.2411,14.099999999999998,85.9,0.0,0.141,0.859,0.0
8135,CHILLAXIN AT WORK...MAN I SCREWED UP,negative,-0.4939,39.0,61.0,0.0,0.39,0.61,0.0
8136, clearly need to crack the whip some more,positive,0.4019,0.0,72.2,27.800000000000004,0.0,0.722,0.278
8137, This was at Pitman`s down South. It just looks like business is bad all over,negative,-0.25,18.4,68.4,13.200000000000001,0.184,0.684,0.132
8138,Such a headache  It`s killen me!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8139,Happy Mother`s Day x3 ..Mum? I love you,positive,0.836,0.0,43.2,56.8,0.0,0.432,0.568
8140,Took a 4 hour nap after work today and won`t be able to sleep all night    This is a bummer,negative,-0.3818,12.0,88.0,0.0,0.12,0.88,0.0
8141,Strike one.    (Three and I`m out.),negative,-0.128,23.1,76.9,0.0,0.231,0.769,0.0
8142,Been job hunting for days. Media and non-media jobs. No lucky  Anyone know of anything???,negative,-0.4352,17.0,83.0,0.0,0.17,0.83,0.0
8143,: yes  and ily,positive,0.7964,0.0,22.0,78.0,0.0,0.22,0.78
8144,"Sasha`s helped too, of course",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8145,Really wants to buy new clothes,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8146, HAHAH you know you loved the hannah montana movie  it was aweesome,positive,0.5994,0.0,73.8,26.200000000000003,0.0,0.738,0.262
8147,mcfly anit been on here in ages  z,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8148,Another long walk in the heat... I hate this...,negative,-0.5719,31.6,68.4,0.0,0.316,0.684,0.0
8149, I like that...gonna have to re-tell,positive,0.3612,0.0,66.7,33.300000000000004,0.0,0.667,0.333
8150," Aw, sorry about your cat   No worries about the blankets, I was just wondering, I`m in no rush, take your time!",negative,-0.1179,15.7,74.6,9.700000000000001,0.157,0.746,0.097
8151," Who knows, maybe someday you`ll come home and find... *gasp* DINNER in your FRIDGE!",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8152,Wanna see Up in 2D but everyone wants to see it in 3D,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8153,Is FINALLY having dinner... At Nishiki Sushi!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8154, I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday,negative,-0.6597,18.8,81.2,0.0,0.188,0.812,0.0
8155,Just woke up from a five hour nap. I still have a headache.  Medication time!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8156,feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8157,"_hearts hey,got your text. cannae hen, family are comin over  i`ve got nae money to come to livi anyway  xxxx",positive,0.6486,0.0,81.5,18.5,0.0,0.815,0.185
8158,http://twitpic.com/67iab - Rounding bases - she was fast during relays. Not so fast during the game,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8159," That`s great Bastos!  I`m happy for you. You gonna do the mabaho leg, to celebrate? haha",positive,0.9412,0.0,44.800000000000004,55.2,0.0,0.448,0.552
8160, ya she prob does but i dont want to no about it,positive,0.2498,9.8,73.2,17.1,0.098,0.732,0.171
8161, dont you have a uk say now?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8162, stellar! You 2 look great,positive,0.6588,0.0,47.699999999999996,52.300000000000004,0.0,0.477,0.523
8163,I`m not impressed that it almost always rains on Bank Holidays !! Stil... It`s a free day - no college,positive,0.4078,17.5,58.699999999999996,23.799999999999997,0.175,0.587,0.238
8164, HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING,negative,-0.3612,16.1,83.89999999999999,0.0,0.161,0.839,0.0
8165,Cleaned out me Followers List and blocked the **** girls & **** Now I look like a spammer,negative,-0.4215,23.200000000000003,65.8,11.0,0.232,0.658,0.11
8166, I had one of those in south Florida. Mowing around it could hurt,negative,-0.5267,22.1,77.9,0.0,0.221,0.779,0.0
8167, I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home,positive,0.4939,0.0,84.0,16.0,0.0,0.84,0.16
8168,This is dumb. I keep losing followers!,negative,-0.7345,55.300000000000004,44.7,0.0,0.553,0.447,0.0
8169,I havent ben on here n a while...  sorry but im bac now so hit me hup,neutral,-0.0387,6.7,93.30000000000001,0.0,0.067,0.933,0.0
8170,tried to `bing` today.. not operational in australia yet,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8171,"Plan for this evening: dinner, shopping for dress shirts, watching Up, going to bed. Plan for Saturday: Funeral for a friend...",positive,0.1779,10.100000000000001,76.9,13.0,0.101,0.769,0.13
8172,Leaving for Atlanta in the morning to catch JoCo and Pa & St!!! I`m excited! Missed P&S at D*Con last year.  That made me a sad owl.,negative,-0.6209,19.7,73.0,7.3,0.197,0.73,0.073
8173, you didn`t include  in the 'Follow Friday',neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8174,"im with andrew  it was a long, but fun day",positive,0.6652,0.0,66.9,33.1,0.0,0.669,0.331
8175,Afternoon from office  My cubicle has been moved but not the system yippie! Mine is one of te few surviving 'good' system..,positive,0.7871,0.0,74.2,25.8,0.0,0.742,0.258
8176, 20 at least hugh  happy trails,positive,0.5719,0.0,57.49999999999999,42.5,0.0,0.575,0.425
8177,now the pic wont load up on twitter,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8178, Glad you are happy!,positive,0.7901,0.0,22.2,77.8,0.0,0.222,0.778
8179, *fretful look* Okay. But I think it`s mumbling something. It`s a bit muffled under the hat but it sounds like 'I need Lactose'.,positive,0.5719,0.0,81.69999999999999,18.3,0.0,0.817,0.183
8180,"what the hell am i doing awake this early,",negative,-0.6808,36.5,63.5,0.0,0.365,0.635,0.0
8181,actually did progressive studying today..,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
8182,Man tha mojitos from earlier got me feelin type funny. Hope I don`t get sick  http://myloc.me/20DD,positive,0.3612,14.899999999999999,58.8,26.200000000000003,0.149,0.588,0.262
8183,Oops spent too much already lol 50 quid gone,positive,0.4215,0.0,74.1,25.900000000000002,0.0,0.741,0.259
8184,ONLY 1 thing sucks about holidays: worrying about pets. Cats will be tgthr @ 'cat resort' but Jonesy won`t have much company @ dad-in-law,negative,-0.1655,13.100000000000001,80.0,6.9,0.131,0.8,0.069
8185,My paradise fly catchers abandoned their nest....  they are starting again... but it`s gonna b tough,neutral,-0.0387,19.400000000000002,67.2,13.4,0.194,0.672,0.134
8186,Thank you Google for your Adsense Payment.  If only the Aussie dollar wasn`t as strong,positive,0.7003,0.0,69.1,30.9,0.0,0.691,0.309
8187,i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke,negative,-0.4939,13.200000000000001,86.8,0.0,0.132,0.868,0.0
8188," Sounds awesome, wish I could go but no way I could afford it   Have fun!",positive,0.7463,12.2,47.9,39.800000000000004,0.122,0.479,0.398
8189, ahh naa i dont like rain  nm really friend is comin over then goin 2 my grans,positive,0.3363,10.2,72.8,17.0,0.102,0.728,0.17
8190,"battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t",negative,-0.2732,20.8,79.2,0.0,0.208,0.792,0.0
8191," _kat I`ve begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",positive,0.629,0.0,84.8,15.2,0.0,0.848,0.152
